Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,Open,High,Low,Close,Adj Close,Volume,Netto_Position_NonCom,Netto_Position_Com,Totall_diff,Median_Total_diff,Median_Total_diff_Change,Median_Close_Price,Median_Close_Trend,RSI,Median_RSI
EURO FX - CHICAGO MERCANTILE EXCHANGE,170801,2017-08-01,99741,CME ,0,99,457254,191477,108840,21170,164304,272865,376951,402875,80303,54379,457254,191477,108840,21170,164304,272865,376951,402875,80303,54379,0,0,0,0,0,0,0,0,0,0,8168.0,-6179.0,2026.0,4965.0,8744.0,1770.0,7530.0,8761.0,638.0,-593.0,100,41.9,23.8,4.6,35.9,59.7,82.4,88.1,17.6,11.9,100,41.9,23.8,4.6,35.9,59.7,82.4,88.1,17.6,11.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,102,59,45,66,72,187,158,260,102,59,45,66,72,187,158,0,0,0,0,0,0,0,0,18.7,34.0,28.5,47.2,18.3,33.3,28.0,46.0,18.7,34.0,28.5,47.2,18.3,33.3,28.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1823545694351196,1.1837540864944458,1.1791062355041504,1.182410478591919,1.182410478591919,0.0,82637,-108561,25924,21674.0,2790.5,,0,100.0,100.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,170808,2017-08-08,99741,CME ,0,99,461152,201231,107546,22609,157833,279623,381673,409778,79479,51374,461152,201231,107546,22609,157833,279623,381673,409778,79479,51374,0,0,0,0,0,0,0,0,0,0,3898.0,9754.0,-1294.0,1439.0,-6471.0,6758.0,4722.0,6903.0,-824.0,-3005.0,100,43.6,23.3,4.9,34.2,60.6,82.8,88.9,17.2,11.1,100,43.6,23.3,4.9,34.2,60.6,82.8,88.9,17.2,11.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,100,63,47,65,70,186,160,261,100,63,47,65,70,186,160,0,0,0,0,0,0,0,0,20.5,36.0,30.3,48.5,20.1,35.3,29.8,47.7,20.5,36.0,30.3,48.5,20.1,35.3,29.8,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.18002450466156,1.1824523210525513,1.1718658208847046,1.1800941228866575,1.1800941228866575,0.0,93685,-121790,28105,23397.0,1723.0,,0,100.0,100.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,170815,2017-08-15,99741,CME ,0,99,462148,190336,111069,21762,174177,278546,386275,411377,75873,50771,462148,190336,111069,21762,174177,278546,386275,411377,75873,50771,0,0,0,0,0,0,0,0,0,0,996.0,-10895.0,3523.0,-847.0,16344.0,-1077.0,4602.0,1599.0,-3606.0,-603.0,100,41.2,24.0,4.7,37.7,60.3,83.6,89.0,16.4,11.0,100,41.2,24.0,4.7,37.7,60.3,83.6,89.0,16.4,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,97,65,49,62,66,183,157,255,97,65,49,62,66,183,157,0,0,0,0,0,0,0,0,22.5,36.0,32.8,49.2,22.1,35.2,32.3,48.3,22.5,36.0,32.8,49.2,22.1,35.2,32.3,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1777037382125854,1.1792453527450562,1.1689002513885498,1.1775789260864258,1.1775789260864258,0.0,79267,-104369,25102,24455.0,1058.0,,0,100.0,100.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,170822,2017-08-22,99741,CME ,0,99,464445,197818,109842,19103,169989,284515,386910,413460,77535,50985,464445,197818,109842,19103,169989,284515,386910,413460,77535,50985,0,0,0,0,0,0,0,0,0,0,2297.0,7482.0,-1227.0,-2659.0,-4188.0,5969.0,635.0,2083.0,1662.0,214.0,100,42.6,23.7,4.1,36.6,61.3,83.3,89.0,16.7,11.0,100,42.6,23.7,4.1,36.6,61.3,83.3,89.0,16.7,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,100,65,45,64,66,185,156,258,100,65,45,64,66,185,156,0,0,0,0,0,0,0,0,22.9,37.2,32.9,50.6,22.5,36.5,32.4,49.8,22.9,37.2,32.9,50.6,22.5,36.5,32.4,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1811814308166504,1.182592272758484,1.1746463775634766,1.1811953783035278,1.1811953783035278,0.0,87976,-114526,26550,24897.5,442.5,1.1788365244865417,0,100.0,100.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,170829,2017-08-29,99741,CME ,0,99,469307,194331,107812,19103,173410,287170,386844,414085,82463,55222,469307,194331,107812,19103,173410,287170,386844,414085,82463,55222,0,0,0,0,0,0,0,0,0,0,4862.0,-3487.0,-2030.0,0.0,3421.0,2655.0,-66.0,625.0,4928.0,4237.0,100,41.4,23.0,4.1,37.0,61.2,82.4,88.2,17.6,11.8,100,41.4,23.0,4.1,37.0,61.2,82.4,88.2,17.6,11.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,100,59,43,64,67,184,150,252,100,59,43,64,67,184,150,0,0,0,0,0,0,0,0,23.1,37.5,32.7,50.8,22.8,36.6,32.2,49.7,23.1,37.5,32.7,50.8,22.8,36.6,32.2,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1965157985687256,1.206694722175598,1.196300983428955,1.1963869333267212,1.1963869333267212,0.0,86519,-113760,27241,25513.0,615.5,1.1806447505950928,1,100.0,100.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,170905,2017-09-05,99741,CME ,0,99,464988,194976,98667,19778,171223,291891,385977,410336,79011,54652,464988,194976,98667,19778,171223,291891,385977,410336,79011,54652,0,0,0,0,0,0,0,0,0,0,-4319.0,645.0,-9145.0,675.0,-2187.0,4721.0,-867.0,-3749.0,-3452.0,-570.0,100,41.9,21.2,4.3,36.8,62.8,83.0,88.2,17.0,11.8,100,41.9,21.2,4.3,36.8,62.8,83.0,88.2,17.0,11.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247,93,62,45,61,67,176,153,247,93,62,45,61,67,176,153,0,0,0,0,0,0,0,0,25.1,37.2,34.8,50.2,24.7,36.4,34.3,49.4,25.1,37.2,34.8,50.2,24.7,36.4,34.3,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.18944251537323,1.193816065788269,1.187042236328125,1.1893434524536133,1.1893434524536133,0.0,96309,-120668,24359,25513.0,0.0,1.1818029284477234,1,100.0,100.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,170912,2017-09-12,99741,CME ,0,99,487425,191102,105044,31985,175600,291785,398687,428814,88738,58611,487425,191102,105044,31985,175600,291785,398687,428814,88738,58611,0,0,0,0,0,0,0,0,0,0,22437.0,-3874.0,6377.0,12207.0,4377.0,-106.0,12710.0,18478.0,9727.0,3959.0,100,39.2,21.6,6.6,36.0,59.9,81.8,88.0,18.2,12.0,100,39.2,21.6,6.6,36.0,59.9,81.8,88.0,18.2,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,87,63,54,61,64,178,155,245,87,63,54,61,64,178,155,0,0,0,0,0,0,0,0,24.0,35.7,34.5,47.9,23.6,34.3,33.4,45.8,24.0,35.7,34.5,47.9,23.6,34.3,33.4,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1958575248718262,1.1977481842041016,1.1927480697631836,1.1959433555603027,1.1959433555603027,0.0,86058,-116185,30127,26237.0,724.0,1.1852694153785706,1,100.0,100.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,170919,2017-09-19,99741,CME ,0,99,431108,190025,127272,15019,149288,236626,354332,378917,76776,52191,431108,190025,127272,15019,149288,236626,354332,378917,76776,52191,0,0,0,0,0,0,0,0,0,0,-56317.0,-1077.0,22228.0,-16966.0,-26312.0,-55159.0,-44355.0,-49897.0,-11962.0,-6420.0,100,44.1,29.5,3.5,34.6,54.9,82.2,87.9,17.8,12.1,100,44.1,29.5,3.5,34.6,54.9,82.2,87.9,17.8,12.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,91,64,38,58,66,168,149,245,91,64,38,58,66,168,149,0,0,0,0,0,0,0,0,27.1,32.7,37.9,47.7,26.7,32.7,37.2,47.5,27.1,32.7,37.9,47.7,26.7,32.7,37.2,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1961722373962402,1.2005378007888794,1.196000576019287,1.1959290504455566,1.1959290504455566,0.0,62753,-87338,24585,26237.0,0.0,1.192636251449585,1,100.0,100.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,170926,2017-09-26,99741,CME ,0,99,429111,183679,95512,17222,152592,261208,353493,373942,75618,55169,429111,183679,95512,17222,152592,261208,353493,373942,75618,55169,0,0,0,0,0,0,0,0,0,0,-1997.0,-6346.0,-31760.0,2203.0,3304.0,24582.0,-839.0,-4975.0,-1158.0,2978.0,100,42.8,22.3,4.0,35.6,60.9,82.4,87.1,17.6,12.9,100,42.8,22.3,4.0,35.6,60.9,82.4,87.1,17.6,12.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239,91,59,42,57,63,167,146,239,91,59,42,57,63,167,146,0,0,0,0,0,0,0,0,25.2,35.5,36.0,48.2,24.7,35.5,35.2,48.1,25.2,35.5,36.0,48.2,24.7,35.5,35.2,48.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.185564637184143,1.186380386352539,1.1765259504318235,1.185564637184143,1.185564637184143,0.0,88167,-108616,20449,25513.0,-724.0,1.192636251449585,0,100.0,100.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,171003,2017-10-03,99741,CME ,0,99,438663,187053,96220,20643,157203,266511,364899,383374,73764,55289,438663,187053,96220,20643,157203,266511,364899,383374,73764,55289,0,0,0,0,0,0,0,0,0,0,9552.0,3374.0,708.0,3421.0,4611.0,5303.0,11406.0,9432.0,-1854.0,120.0,100,42.6,21.9,4.7,35.8,60.8,83.2,87.4,16.8,12.6,100,42.6,21.9,4.7,35.8,60.8,83.2,87.4,16.8,12.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,96,56,40,58,64,169,146,243,96,56,40,58,64,169,146,0,0,0,0,0,0,0,0,24.2,34.9,34.8,47.9,23.7,34.9,34.0,47.7,24.2,34.9,34.8,47.9,23.7,34.9,34.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1733232736587524,1.177163004875183,1.169741153717041,1.173378348350525,1.173378348350525,0.0,90833,-109308,18475,25513.0,0.0,1.192636251449585,0,100.0,100.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,171010,2017-10-10,99741,CME ,0,99,450748,195816,97737,23538,158660,275104,378014,396379,72734,54369,450748,195816,97737,23538,158660,275104,378014,396379,72734,54369,0,0,0,0,0,0,0,0,0,0,12085.0,8763.0,1517.0,2895.0,1457.0,8593.0,13115.0,13005.0,-1030.0,-920.0,100,43.4,21.7,5.2,35.2,61.0,83.9,87.9,16.1,12.1,100,43.4,21.7,5.2,35.2,61.0,83.9,87.9,16.1,12.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,96,59,46,60,63,174,152,245,96,59,46,60,63,174,152,0,0,0,0,0,0,0,0,24.0,35.2,34.3,47.7,23.5,35.1,33.6,47.6,24.0,35.2,34.3,47.7,23.5,35.1,33.6,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1741912364959717,1.1817677021026611,1.1741912364959717,1.1741636991500854,1.1741636991500854,0.0,98079,-116444,18365,24843.5,-669.5,1.1874540448188782,0,72.69926899115755,100.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,171017,2017-10-17,99741,CME ,0,99,446338,186751,96299,21066,165127,276217,372944,393582,73394,52756,446338,186751,96299,21066,165127,276217,372944,393582,73394,52756,0,0,0,0,0,0,0,0,0,0,-4410.0,-9065.0,-1438.0,-2472.0,6467.0,1113.0,-5070.0,-2797.0,660.0,-1613.0,100,41.8,21.6,4.7,37.0,61.9,83.6,88.2,16.4,11.8,100,41.8,21.6,4.7,37.0,61.9,83.6,88.2,16.4,11.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239,87,60,43,60,63,165,150,239,87,60,43,60,63,165,150,0,0,0,0,0,0,0,0,24.3,36.2,34.8,49.0,23.8,35.7,33.9,48.4,24.3,36.2,34.8,49.0,23.8,35.7,33.9,48.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1795096397399902,1.1795096397399902,1.1738604307174685,1.1794538497924805,1.1794538497924805,0.0,90452,-111090,20638,24472.0,-371.5,1.1825092434883118,0,57.674927258958114,100.0
EURO FX - CHICAGO MERCANTILE EXCHANGE,171024,2017-10-24,99741,CME ,0,99,445018,183539,100035,21994,165585,271183,371118,393212,73900,51806,445018,183539,100035,21994,165585,271183,371118,393212,73900,51806,0,0,0,0,0,0,0,0,0,0,-1320.0,-3212.0,3736.0,928.0,458.0,-5034.0,-1826.0,-370.0,506.0,-950.0,100,41.2,22.5,4.9,37.2,60.9,83.4,88.4,16.6,11.6,100,41.2,22.5,4.9,37.2,60.9,83.4,88.4,16.6,11.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238,90,60,43,59,62,167,148,238,90,60,43,59,62,167,148,0,0,0,0,0,0,0,0,23.7,35.1,34.2,48.1,23.2,34.6,33.6,47.5,23.7,35.1,34.2,48.1,23.2,34.6,33.6,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.175530195236206,1.1777175664901731,1.174384355545044,1.1759172677993774,1.1759172677993774,0.0,83504,-105598,22094,23226.5,-1245.5,1.177685558795929,0,47.998349752877566,86.34963449557878
EURO FX - CHICAGO MERCANTILE EXCHANGE,171031,2017-10-31,99741,CME ,0,99,440384,173670,101573,21784,174510,257642,369964,380999,70420,59385,440384,173670,101573,21784,174510,257642,369964,380999,70420,59385,0,0,0,0,0,0,0,0,0,0,-4634.0,-9869.0,1538.0,-210.0,8925.0,-13541.0,-1154.0,-12213.0,-3480.0,7579.0,100,39.4,23.1,4.9,39.6,58.5,84.0,86.5,16.0,13.5,100,39.4,23.1,4.9,39.6,58.5,84.0,86.5,16.0,13.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238,92,55,38,58,65,163,147,238,92,55,38,58,65,163,147,0,0,0,0,0,0,0,0,24.7,31.2,35.1,44.4,24.3,30.8,34.4,43.9,24.7,31.2,35.1,44.4,24.3,30.8,34.4,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.164985179901123,1.1658952236175537,1.1625608205795288,1.1652703285217283,1.1652703285217283,0.0,72097,-83132,11035,21366.0,-1860.5,1.1750404834747314,0,43.95448133670256,65.18709812505783
EURO FX - CHICAGO MERCANTILE EXCHANGE,171107,2017-11-07,99741,CME ,0,99,446502,181335,95880,21063,173294,272122,375692,389065,70810,57437,446502,181335,95880,21063,173294,272122,375692,389065,70810,57437,0,0,0,0,0,0,0,0,0,0,6118.0,7665.0,-5693.0,-721.0,-1216.0,14480.0,5728.0,8066.0,390.0,-1948.0,100,40.6,21.5,4.7,38.8,60.9,84.1,87.1,15.9,12.9,100,40.6,21.5,4.7,38.8,60.9,84.1,87.1,15.9,12.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239,99,52,41,58,63,167,148,239,99,52,41,58,63,167,148,0,0,0,0,0,0,0,0,25.1,32.2,34.7,45.7,24.6,31.8,34.0,45.3,25.1,32.2,34.7,45.7,24.6,31.8,34.0,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1611839532852173,1.1617100238800049,1.1555883884429932,1.1612648963928225,1.1612648963928225,0.0,85455,-98828,13373,20543.5,-822.5,1.1737710237503052,0,42.24627618712217,52.83663850591784
EURO FX - CHICAGO MERCANTILE EXCHANGE,171114,2017-11-14,99741,CME ,0,99,467842,200023,115437,20880,173624,275809,394527,412126,73315,55716,467842,200023,115437,20880,173624,275809,394527,412126,73315,55716,0,0,0,0,0,0,0,0,0,0,21340.0,18688.0,19557.0,-183.0,330.0,3687.0,18835.0,23061.0,2505.0,-1721.0,100,42.8,24.7,4.5,37.1,59.0,84.3,88.1,15.7,11.9,100,42.8,24.7,4.5,37.1,59.0,84.3,88.1,15.7,11.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,103,52,42,64,65,179,149,250,103,52,42,64,65,179,149,0,0,0,0,0,0,0,0,24.1,32.4,32.9,45.4,23.7,32.2,32.3,45.1,24.1,32.4,32.9,45.4,23.7,32.2,32.3,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1664936542510986,1.177412509918213,1.166330337524414,1.1664936542510986,1.1664936542510986,0.0,84586,-102185,17599,19462.0,-1081.5,1.170328676700592,0,38.218660239690976,45.97641554479006
EURO FX - CHICAGO MERCANTILE EXCHANGE,171121,2017-11-21,99741,CME ,0,99,465307,195909,100472,21064,175054,292129,392027,413665,73280,51642,465307,195909,100472,21064,175054,292129,392027,413665,73280,51642,0,0,0,0,0,0,0,0,0,0,-2535.0,-4114.0,-14965.0,184.0,1430.0,16320.0,-2500.0,1539.0,-35.0,-4074.0,100,42.1,21.6,4.5,37.6,62.8,84.3,88.9,15.7,11.1,100,42.1,21.6,4.5,37.6,62.8,84.3,88.9,15.7,11.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,99,54,38,64,64,174,145,244,99,54,38,64,64,174,145,0,0,0,0,0,0,0,0,25.0,34.1,34.5,48.2,24.5,33.8,33.8,47.9,25.0,34.1,34.5,48.2,24.5,33.8,33.8,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1738742589950562,1.1756683588027954,1.171550154685974,1.174122333526611,1.174122333526611,0.0,95437,-117075,21638,19462.0,0.0,1.170307993888855,0,38.196780542691556,43.10037876191237
EURO FX - CHICAGO MERCANTILE EXCHANGE,171128,2017-11-28,99741,CME ,0,99,495561,205160,115479,21603,189056,310897,415819,447979,79742,47582,495561,205160,115479,21603,189056,310897,415819,447979,79742,47582,0,0,0,0,0,0,0,0,0,0,30254.0,9251.0,15007.0,539.0,14002.0,18768.0,23792.0,34314.0,6462.0,-4060.0,100,41.4,23.3,4.4,38.1,62.7,83.9,90.4,16.1,9.6,100,41.4,23.3,4.4,38.1,62.7,83.9,90.4,16.1,9.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248,105,49,43,68,64,185,145,248,105,49,43,68,64,185,145,0,0,0,0,0,0,0,0,23.4,34.0,32.7,48.4,23.0,33.5,32.1,47.9,23.4,34.0,32.7,48.4,23.0,33.5,32.1,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1904053688049316,1.192099690437317,1.1867464780807495,1.1904903650283811,1.1904903650283811,0.0,89681,-121841,32160,19462.0,0.0,1.170307993888855,0,38.196780542691556,40.23246821340658
EURO FX - CHICAGO MERCANTILE EXCHANGE,171205,2017-12-05,99741,CME ,0,99,499124,205400,112294,23524,190380,314914,419304,450732,79820,48392,499124,205400,112294,23524,190380,314914,419304,450732,79820,48392,0,0,0,0,0,0,0,0,0,0,3563.0,240.0,-3185.0,1921.0,1324.0,4017.0,3485.0,2753.0,78.0,810.0,100,41.2,22.5,4.7,38.1,63.1,84.0,90.3,16.0,9.7,100,41.2,22.5,4.7,38.1,63.1,84.0,90.3,16.0,9.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246,104,50,42,62,62,177,144,246,104,50,42,62,62,177,144,0,0,0,0,0,0,0,0,23.5,34.7,32.8,49.6,23.0,33.1,32.2,48.0,23.5,34.7,32.8,49.6,23.0,33.1,32.2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.186859130859375,1.187930703163147,1.180888533592224,1.1867746114730835,1.1867746114730835,0.0,93106,-124534,31428,19556.5,94.5,1.170307993888855,0,34.94051650775455,38.207720391191266
EURO FX - CHICAGO MERCANTILE EXCHANGE,171212,2017-12-12,99741,CME ,0,99,505744,206027,92138,34146,185209,320739,425382,447023,80362,58721,505744,206027,92138,34146,185209,320739,425382,447023,80362,58721,0,0,0,0,0,0,0,0,0,0,6620.0,627.0,-20156.0,10622.0,-5171.0,5825.0,6078.0,-3709.0,542.0,10329.0,100,40.7,18.2,6.8,36.6,63.4,84.1,88.4,15.9,11.6,100,40.7,18.2,6.8,36.6,63.4,84.1,88.4,15.9,11.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246,101,50,53,65,66,178,158,246,101,50,53,65,66,178,158,0,0,0,0,0,0,0,0,23.4,33.0,32.8,48.2,22.9,32.3,32.2,47.5,23.4,33.0,32.8,48.2,22.9,32.3,32.2,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1777175664901731,1.1792994737625122,1.1718933582305908,1.1777591705322266,1.1777591705322266,0.0,113889,-135530,21641,21138.0,1581.5,1.175940752029419,1,42.444546531440665,38.207720391191266
EURO FX - CHICAGO MERCANTILE EXCHANGE,171219,2017-12-19,99741,CME ,0,99,485622,198398,112174,17869,190521,310282,406788,440325,78834,45297,485622,198398,112174,17869,190521,310282,406788,440325,78834,45297,0,0,0,0,0,0,0,0,0,0,-20122.0,-7629.0,20036.0,-16277.0,5312.0,-10457.0,-18594.0,-6698.0,-1528.0,-13424.0,100,40.9,23.1,3.7,39.2,63.9,83.8,90.7,16.2,9.3,100,40.9,23.1,3.7,39.2,63.9,83.8,90.7,16.2,9.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,108,51,43,64,59,184,141,252,108,51,43,64,59,184,141,0,0,0,0,0,0,0,0,24.1,42.2,32.2,56.9,23.6,42.1,31.1,55.5,24.1,42.2,32.2,56.9,23.6,42.1,31.1,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1782865524291992,1.1832919120788574,1.1777037382125854,1.1784253120422363,1.1784253120422363,0.0,86224,-119761,33537,21639.5,501.5,1.1780922412872314,1,40.425159709223465,38.207720391191266
